x,y,layer1,layer2,voltage1,voltage2,current
2214.27,323.175,GND,POWER,0.0113218,0.0112592,0.0293452
2214.27,323.175,POWER,BOTTOM_LAYER,0.0112592,0.011255,0.0293452
2214.27,953.097,TOP_LAYER,GND,0.00963954,0.00964518,-0.0386713
2214.27,953.097,GND,POWER,0.00964518,0.00982533,-0.084481
2214.27,953.097,POWER,BOTTOM_LAYER,0.00982533,0.00983765,-0.084481
2246.01,1429.98,TOP_LAYER,GND,13.7755,13.7755,5.15249e-11
2246.01,1429.98,GND,POWER,13.7755,13.7755,8.45645e-11
2246.01,1429.98,POWER,BOTTOM_LAYER,13.7755,13.7755,5.15249e-11
2253.64,86.9548,TOP_LAYER,GND,0.0114727,0.0114715,0.00793222
2253.64,86.9548,GND,POWER,0.0114715,0.011451,0.00964439
2253.64,86.9548,POWER,BOTTOM_LAYER,0.011451,0.0114496,0.00964439
2253.64,244.435,TOP_LAYER,GND,0.0114194,0.0114157,0.025548
2253.64,244.435,GND,POWER,0.0114157,0.011383,0.0153329
2253.64,244.435,POWER,BOTTOM_LAYER,0.011383,0.0113808,0.0153329
2293.01,165.695,TOP_LAYER,GND,0.0115166,0.011516,0.0042465
