x,y,layer1,layer2,voltage1,voltage2,current
1348.13,165.695,POWER,BOTTOM_LAYER,0.0114812,0.0114816,-0.00248665
1387.5,86.9548,TOP_LAYER,GND,0.0114992,0.0114993,-0.000521967
1387.5,86.9548,GND,POWER,0.0114993,0.0115015,-0.00101653
1387.5,86.9548,POWER,BOTTOM_LAYER,0.0115015,0.0115016,-0.00101653
1387.5,874.357,TOP_LAYER,GND,0.011049,0.0110494,-0.00266763
1387.5,874.357,GND,POWER,0.0110494,0.0110783,-0.0135473
1387.5,874.357,POWER,BOTTOM_LAYER,0.0110783,0.0110803,-0.0135473
1426.87,165.695,TOP_LAYER,GND,0.0115112,0.0115105,0.005111
1426.87,165.695,GND,POWER,0.0115105,0.0115127,-0.00102648
1426.87,165.695,POWER,BOTTOM_LAYER,0.0115127,0.0115128,-0.00102648
1466.08,445.339,TOP_LAYER,GND,0.0114611,0.0114558,0.0362381
1466.08,445.339,GND,POWER,0.0114558,0.0114853,-0.0138081
1466.08,445.339,POWER,BOTTOM_LAYER,0.0114853,0.0114873,-0.0138081
1466.24,86.9548,TOP_LAYER,GND,0.0115361,0.011536,0.000955996
1466.24,86.9548,GND,POWER,0.011536,0.0115366,-0.000310351
1466.24,86.9548,POWER,BOTTOM_LAYER,0.0115366,0.0115367,-0.000310351
1466.24,874.357,TOP_LAYER,GND,0.0110353,0.011035,0.00157397
1466.24,874.357,GND,POWER,0.011035,0.0110588,-0.0111287
1466.24,874.357,POWER,BOTTOM_LAYER,0.0110588,0.0110604,-0.0111287
1505.61,323.175,TOP_LAYER,GND,0.0115151,0.0115127,0.0163031
1505.61,323.175,GND,POWER,0.0115127,0.0115173,-0.00218279
1505.61,323.175,POWER,BOTTOM_LAYER,0.0115173,0.0115177,-0.00218279
1536.94,445.339,TOP_LAYER,GND,0.0114724,0.0114689,0.0244003
1536.94,445.339,GND,POWER,0.0114689,0.0114914,-0.0105509
1536.94,445.339,POWER,BOTTOM_LAYER,0.0114914,0.0114929,-0.0105509
1538.91,1143.17,TOP_LAYER,GND,0.0107061,0.0107091,-0.0201146
1538.91,1143.17,GND,POWER,0.0107091,0.0107091,1.62703e-14
1538.91,1143.17,POWER,BOTTOM_LAYER,0.0107091,0.0107091,1.18962e-14
1544.98,244.435,TOP_LAYER,GND,0.0115497,0.0115488,0.00624631
1544.98,244.435,GND,POWER,0.0115488,0.0115503,-0.000704567
1544.98,244.435,POWER,BOTTOM_LAYER,0.0115503,0.0115504,-0.000704567
1544.98,401.916,TOP_LAYER,GND,0.0114963,0.0114952,0.00724764
1544.98,401.916,GND,POWER,0.0114952,0.0115072,-0.00562263
1544.98,401.916,POWER,BOTTOM_LAYER,0.0115072,0.011508,-0.00562263
1544.98,874.357,TOP_LAYER,GND,0.0110022,0.011003,-0.0056374
1544.98,874.357,GND,POWER,0.011003,0.0110378,-0.0163154
1544.98,874.357,POWER,BOTTOM_LAYER,0.0110378,0.0110401,-0.0163154
1584.35,165.695,TOP_LAYER,GND,0.0115873,0.0115871,0.00120672
1584.35,165.695,GND,POWER,0.0115871,0.011587,3.75653e-05
1584.35,165.695,POWER,BOTTOM_LAYER,0.011587,0.011587,3.75653e-05
1584.35,323.175,TOP_LAYER,GND,0.0115366,0.0115367,-0.000527172
1584.35,323.175,GND,POWER,0.0115367,0.0115426,-0.0027545
1584.35,323.175,POWER,BOTTOM_LAYER,0.0115426,0.011543,-0.0027545
1584.35,480.656,TOP_LAYER,GND,0.011475,0.0114687,0.0431005
1584.35,480.656,GND,POWER,0.0114687,0.01149,-0.0100138
1584.35,480.656,POWER,BOTTOM_LAYER,0.01149,0.0114915,-0.0100138
1604.86,1143.17,TOP_LAYER,GND,0.0106758,0.0106729,0.0201146
1604.86,1143.17,GND,POWER,0.0106729,0.0106729,1.62703e-14
1604.86,1143.17,POWER,BOTTOM_LAYER,0.0106729,0.0106729,1.18962e-14
1623.72,86.9548,TOP_LAYER,GND,0.0116263,0.0116261,0.00127215
1623.72,86.9548,GND,POWER,0.0116261,0.0116234,0.00128854
1623.72,86.9548,POWER,BOTTOM_LAYER,0.0116234,0.0116232,0.00128854
